,asin,title,brand,Sponsored,Best Seller,Amazon's Choice,Price,Rating,NoofRatings,Discount,Delivery,Prime Delivery,base,image url
12,B07L315ZWV,"Boldfit Yoga Mat for Men and Women NBR Material with Carrying Strap, 1/2 Inch (10mm) Extra Thick Exercise Mats for Workout Yoga Fitness Pilates & High-Density Anti-Tear Non-Slip",Boldfit,0,0,0,940,3.8,"1,664",48,"Thursday, February 10",1,"1,664",https://m.media-amazon.com/images/I/6104G764M6L._AC_UL320_.jpg
13,B08QZZTVPW,"Amazon Brand - Symactive Camouflage Printed Anti-Slip Exercise Yoga Mat with Border Piping and In-built Strap, 4mm",Amazon,1,0,0,719,3.9,14,45,"Tuesday, February 15",1,14,https://m.media-amazon.com/images/I/818SVrZIBOS._SX450_.jpg
14,B091M5FN3V,"Boldfit Yoga mat for Women and Men with Cover Bag EVA Material exercise mat for Workout Yoga Fitness Pilates and Meditation, Anti Tear Anti Slip For Home & Gym Use",Boldfit,0,1,0,598,4.2,"2,282",33,"Thursday, February 10",1,"2,282",https://m.media-amazon.com/images/I/81SXMXvPKWS._AC_UL320_.jpg
15,B08KQGY56C,Yogarise Yoga & Exercise Mat for Gym Workout and Flooring Exercise for Men and Women with Bag and Strap,Yogarise,0,0,0,429,3.9,770,71,"Saturday, February 12",0,770,https://m.media-amazon.com/images/I/51u48IS7-OL._AC_UL320_.jpg
16,B09B6CP35Y,"BOSTER Premium Yoga Mat for Women and Men with Carrying Strap Extra Thick & Large 6 feet Excercise Mat for Workout Yoga Fitness Home Gym and Meditation, Anti Tear Anti Slip | ""Secrets of Yoga"" E-Book Included |",BOSTER,0,0,0,648,4.0,"1,007",68,"Saturday, February 12",1,"1,007",https://m.media-amazon.com/images/I/61keBVpaxLL._AC_UL320_.jpg
17,B08XJJFFCB,BeFiT® Anti-Skid Yoga Mat for Gym Workout and Yoga Exercise with Carrying Strap,BeFiT®,0,0,0,399,3.8,804,80,"Sunday, February 13",0,804,https://m.media-amazon.com/images/I/91oF8KFn50L._AC_UL320_.jpg
18,B08KQDWSPD,Yogarise Anti Skid and Durable Multicolour Yoga Mat for Home Gym and Outdoor Workout with Free Carrying Bag (Made in India),Yogarise,0,0,0,499,3.9,"2,311",71,"Saturday, February 12",1,"2,311",https://m.media-amazon.com/images/I/71gsGHaoPKL._AC_UL320_.jpg
19,B08H5K1F5S,Effingo Non-Slip Eco Friendly 4 mm Comfort Yoga and Exercise Mat (Multicolour),Effingo,0,0,0,210,2.4,3,79,"Tuesday, February 15",0,3,https://m.media-amazon.com/images/I/41aldKdayaL._AC_UL320_.jpg
20,B01LP0UKJE,AmazonBasics 13mm Extra Thick Yoga and Exercise Mat with Carrying Strap,AmazonBasics,0,0,0,752,4.2,"9,909",53,"Thursday, February 10",1,"9,909",https://m.media-amazon.com/images/I/71H8ypSYBtL._SY450_.jpg
21,B09H7KNG8T,"RVG® Yoga mat for Women and Men with Bag, EVA Material 6mm Extra Thick Exercise mat for Workout Yoga Fitness Pilates and Meditation, Anti Tear Anti Slip For Gym and Home Use",RVG®,0,0,0,499,4.7,12,58,"Wednesday, February 16",1,12,https://m.media-amazon.com/images/I/51-oOf2D48L._AC_UL320_.jpg
22,B01M27UI8Q,Strauss Yoga Mat,Strauss,1,1,0,625,3.9,"10,557",52,"Thursday, February 10",1,"10,557",https://m.media-amazon.com/images/I/71etQ2g+ReL._AC_UL320_.jpg
23,B07NX2LM3T,AmazonBasics 13 mm Thick Yoga Mat,AmazonBasics,0,0,0,"1,455",4.1,666,75,"Wednesday, February 16",1,666,https://m.media-amazon.com/images/I/81C6wmEfWoL._AC_UL320_.jpg
24,B08CSSNJ19,"VIFITKIT Non Slip Yoga Mat with Shoulder Strap and Carrying Bag, High Density Yoga mats for Home, Gym & Outdoor Workout (Made in India)",VIFITKIT,0,0,0,509,3.9,"6,060",66,"Wednesday, February 16",0,"6,060",https://m.media-amazon.com/images/I/71w6vVE2BtL._AC_UL320_.jpg
25,B09KLHWGNJ,The Cube Performance Mat | Premium Double sided Yoga Mat with Carry Bag | Anti Skid | Anti Slip | Best for Home Gym Workout | Suitable for both Men & Women,The,1,0,0,"1,999",4.5,44,33,"Tuesday, February 15",1,44,https://m.media-amazon.com/images/I/51VI8H6dYuL._AC_UL320_.jpg
26,B0993GP2GK,"Fabssy 6mm Anti Skid Yoga Mat for Women with Carry Bag , Yoga Mat for Men with Carry Bag & Holding Grip Elastic + Printed Brand Logo",Fabssy,1,0,0,799,4.4,134,68,"Tuesday, February 15",1,134,https://m.media-amazon.com/images/I/71BxMxpx5hL._AC_UL320_.jpg
27,B09M6VM2Y4,"FIT FOUR ® Yoga MAT with Anti Skid, Light Weight, Extra Large Made by EVA Quality for Men & Women Gym Workout and Yoga Exercise with Shoulder Strap (Qnty-1 Pcs)",FIT,0,0,0,299,3.5,250,81,"Sunday, February 20",1,250,https://m.media-amazon.com/images/I/71-PwUTLvgL._AC_UL320_.jpg
28,B0993LYV1H,"JMD International Yoga Mat with Strap for Gym Workout and Yoga Exercise , Anti-Slip Yoga Mat for Men & Women Fitness Thickness 4mm",JMD,0,0,0,291,3.2,20,64,"Tuesday, February 15",0,20,https://m.media-amazon.com/images/I/51aN1vok8TS._SX450_.jpg
29,B09MS3VY3P,"MuscleXP Yoga Mat for Women and Men with Cover Bag, Superior EVA Material, 6mm Extra Thick Exercise mat For Home Exercise, Anti Tear Anti Slip For Home & Gym Use (Purple)",MuscleXP,0,0,0,"1,079",5.0,12,23,"Thursday, February 10",1,12,https://m.media-amazon.com/images/I/61aIu6Hfz+L._AC_UL320_.jpg
30,B08H5L3W11,Effingo Yoga and Exercise mat of 4mm Multicolour Yoga Mat with Yoga Mat Carry Strap 100% Eco Friendly (Multicolour),Effingo,0,0,0,214,3.5,443,79,"Tuesday, February 15",0,443,https://m.media-amazon.com/images/I/61O643Qb6dL._AC_UL320_.jpg
31,B07ZBJL6CB,Effingo Yoga and Exercise mat of 4 mm Parrot Green Yoga Mat with Yoga Mat Carry Strap 100% Eco Friendly,Effingo,0,0,0,260,3.7,524,71,"Tuesday, February 15",0,524,https://m.media-amazon.com/images/I/41z7O9T7-gL._AC_UL320_.jpg
32,B095HWN1HH,VIFITKIT 6mm Premium Yoga Mat with Free Carrying Bag & Strap for Home Gym and Outdoor Workout for men and women with Free Skipping Rope (Made in India),VIFITKIT,0,0,0,529,3.9,328,72,"Saturday, February 12",1,328,https://m.media-amazon.com/images/I/61gdzy15L4S._SX450_.jpg
33,B07GKFYXYQ,Amazon Brand - Solimo SOL-PL-SXG03 Foam Yoga Mat,Amazon,0,0,0,445,3.9,857,70,"Friday, February 18",0,857,https://m.media-amazon.com/images/I/811pzwnnGYL._AC_UL320_.jpg
34,B0972FRWS7,OJS® Antiskid Eco Friendly Exercise Thick Eva Quality Yoga Mat 6mm For Men And Women Extra Long For Inside And Outside Workout With Carrying Cover(Made In India),OJS®,0,0,0,499,3.9,285,50,"Sunday, February 13",1,285,https://m.media-amazon.com/images/I/6175PVX1oGS._AC_UL320_.jpg
35,B09M6VGP7S,"FIT FOUR ® Yoga MAT with Anti Skid, Light Weight, Extra Large Made by EVA Quality for Men & Women Gym Workout and Yoga Exercise with Shoulder Strap (Qnty-1 Pcs)",FIT,0,0,0,369,3.5,211,78,"Tuesday, February 15",1,211,https://m.media-amazon.com/images/I/71HZ5yy0ODL._AC_UL320_.jpg
36,B09N746RYN,"LAKCY ®Yoga mat for Women and Men Made with Large in Size and Free Carry Strap with Anti Slip Texture and Sports, Fitness &Outdoors,Exercise Workout for Gym &Exercise",LAKCY,0,0,0,299,3.7,56,81,"Tuesday, February 15",1,56,https://m.media-amazon.com/images/I/61Rgzqxy0LL._SX450_.jpg
37,B09G9BHQ7R,"Eurofil Yoga Mat for Gym Workout and Yoga Exercise with Extra Thickness, Anti-Slip Yoga Mat for Men & Women Fitness With Carry Bag Strap",Eurofil,0,0,0,295,2.0,2,82,"Tuesday, February 15",0,2,https://m.media-amazon.com/images/I/51nqykZ71wL._AC_UL320_.jpg
38,B09G3C3FRR,"Eurofil High Elasticity Non Slip Yoga Mat Thick for Women and Men, Workout Mat for Home Fitness Exercise Travel Pilate hot Yoga Mat .",Eurofil,0,0,0,275,4.0,1,83,"Tuesday, February 15",0,1,https://m.media-amazon.com/images/I/71oQ0ZsABhL._AC_UL320_.jpg
39,B09G2XM555,"Eurofil High Elasticity Non Slip Yoga Mat Thick for Women and Men, Workout Mat for Home Fitness Exercise Travel Pilate hot Yoga Mat .",Eurofil,0,0,0,278,3.9,8,81,"Tuesday, February 15",0,8,https://m.media-amazon.com/images/I/61isrj3EyKL._AC_UL320_.jpg
